date,text,verdict
November 10 2015,"""There’s only one of us who’s actually cut government spending -- not two, there’s one and you’re looking at him.""",2
August 30 2015,"""I'm the only (Republican) candidate that has actually reduced the size of government.""",2
August 26 2015,"Says Scott Walker's plan to replace Obamacare ""is a new entitlement"" program for ""every single American human being from the time they are born right up until they grow old and become eligible for Medicare.""   ",2
July 16 2015,"""In New Orleans, nearly 100 percent of our kids are in charter schools.""",0
June 8 2015,On Common Core.,4
May 21 2014,Says Hillary Clinton opposed an individual mandate and favored an employer mandate back in 1993.,1
February 27 2014,"""Our economy (in Louisiana) has grown 50 percent faster than the national GDP, even since the national recession.""",1
June 1 2010,"The federal government only ordered BP to pay ""to do one of those six segments"" of sand barriers for Louisiana.",1
December 8 2009,"""I'm predicting (the Saints) will go not only undefeated, but all the way through the Super Bowl -- something that's never been done before.""",4
February 27 2009,"The stimulus bill includes ""$8 billion for high-speed rail projects, such as a 'magnetic levitation' line from Las Vegas to Disneyland.""",2
February 24 2009,"Louisiana is turning down $100 million ""that would require us to change our unemployment law, that would have actually raised taxes on Louisiana businesses.""",1
