date,text,verdict
October 14 2015,"""I am very proud that over my almost 30 years of public service I have had no scandals.""",1
July 26 2015,"""One of the reasons I believe we’re in trouble in Yemen is we lost the population on drone strikes issues. That’s what stirred up the population. That’s what is happening in Yemen."" ",2
June 7 2015,"Says Ronald Reagan ""talked about"" converting the United States to the metric system.",2
May 10 2015,"""We had the biggest drop of the rate of unemployment (in) all but 4 states.""",3
November 30 2014,"Rhode Island's legislature is ""the strongest in the country.""",0
February 2 2014,"""Since I took office in January 2011, we have created 11,100 Rhode Island-based jobs.""",2
October 6 2013,Forty-six states have a line-item veto for the governor.,1
July 18 2013,"Farming is ""one of the fastest growing areas of our economy.""",3
January 18 2013,"The state budget proposal has been submitted ""on time and [it's] the earliest that a governor has done so in over two decades.""",0
December 9 2012,"""The five economic indicators that the federal government tracks - for the first time since August 2006 - were positive this October.""",0
February 10 2012,"""The commercial property tax [in Providence] is second highest in the country behind Detroit.""",1
January 26 2012,The InterLink at T.F. Green Airport is the closest air-rail link in the country.,4
November 2 2011,"""If Rhode Island does a hybrid [retirement] plan we’ll be the first state in the nation to do this.’’",4
November 19 2010,"""Rhode Island is one of only six states"" to use E-Verify. ",4
November 14 2010,"Experts say the property tax ""is the most harmful to economic growth and . . . the sales tax is least harmful.""",3
July 27 2010,"""I remember one of [Curt Schilling's] teammates said he painted his sock, the bloody sock.""",4
June 30 2010,"If Rhode Island applied a 1-percent sales tax on all items exempt from sales tax, ''the state would receive an additional $89,376,857.''",1
June 25 2010,"""Fifty-three percent of teens in Central Falls are getting pregnant.""",4
