date,text,verdict
May 24 2019,"""Only 12% of legal immigrants are selected based on skill or based on merit. In countries like Canada, Australia and New Zealand, and others, that number is closer to 60, and even 70 and 75% in some cases.""",1
May 22 2019,"""Drug prices are coming down, first time in 51 years because of my administration.""",3
May 22 2019,"Says Pennsylvania Republican nominee for Congress Fred Keller ""was a 50-50 shot"" before his landslide victory.",4
May 21 2019,"Says Joe Biden ""deserted you. … I guess he was born here, but he left you, folks. He left you for another state.""",3
May 21 2019,"""They didn’t even put up a fight against SALT"" ",4
May 16 2019,"""We will always protect patients with pre-existing conditions, very importantly.""",4
May 14 2019,"Tariffs are ""paid for mostly by China, by the way, not by us.""",4
May 9 2019,"Democrats ""don’t want money"" to go to the Florida Panhandle for Hurricane Michael aid",3
May 2 2019,"""The unemployment rate for Wisconsin workers has reached historic lows. It’s never been this low before, ever, ever, ever.""",0
April 30 2019,"""The poverty rate for Wisconsin families has reached the lowest rate in 22 years.""",4
April 30 2019,"""We have been losing to China for many years, $500 billion a year.",3
April 29 2019,"The Russia investigation ""was a coup. This was an attempted overthrow of the United States government.""",5
April 29 2019,"With a late-term abortion, ""the mother meets with the doctor. They take care of the baby, they wrap the baby beautifully. And then the doctor and the mother determine whether or not they will execute the baby.""",4
April 23 2019,"""In the ‘old days’ if you were president and you had a good economy, you were basically immune from criticism.""",5
April 20 2019,"""In New York State, Democrats blocked a Bill expanding College Tuition for Gold Star families after approving aid for illegal immigrants."" ",0
April 8 2019,"""The noise (from windmills) causes cancer."" ",5
April 4 2019,"Says his father, Fred Trump, was ""born in a very wonderful place in Germany.""",5
April 3 2019,"""Puerto Rico got 91 Billion Dollars for the hurricane, more money than has ever been gotten for a hurricane before.""",4
April 3 2019,"""When the wind stops blowing, that’s the end of your electric.""",3
March 28 2019,"""The FBI said (former national security adviser Michael Flynn) wasn't lying.""",4
March 8 2019,"When Congress sought documents from President Barack Obama, the White House ""didn’t do anything. They didn’t give one letter of the request. Many requests were made. They didn’t give a letter.""",5
February 28 2019,"""The Democrat(ic) position on abortion is now so extreme that they don’t mind executing babies AFTER birth.""",4
February 25 2019,"Says former Sen. Harry Reid ""got thrown out.""",5
February 25 2019,"""We have just built this powerful Wall in New Mexico. Completed on January 30, 2019 — 47 days ahead of schedule!""",2
February 20 2019,"Says Gov. Ralph Northam ""stated that he would even allow a newborn baby to come out into the world... then talk to the mother and talk to the father and then execute the baby."" ",4
February 14 2019,"""Violent crime is now going down for the first time in a long while.""",3
February 12 2019,"Says that at Beto O’Rourke’s rally in El Paso, there were ""200 people, 300 people.""",4
February 8 2019,"""The border city of El Paso, Texas, used to have extremely high rates of violent crime — one of the highest in the country, and considered one of our nation's most dangerous cities. Now, immediately upon its building, with a powerful barrier in place, El Paso is one of the safest cities in our country."" ",4
February 7 2019,"""The Dems and their committees are going ‘nuts.’ The Republicans never did this to President Obama.""",3
February 7 2019,"San Diego’s border barrier ""almost completely ended illegal crossings.""",2
January 28 2019,"""58,000 non-citizens voted in Texas, with 95,000 non-citizens registered to vote.""",4
January 28 2019,"""We are not even into February and the cost of illegal immigration so far this year is $18,959,495,168. Cost Friday was $603,331,392. There are at least 25,772,342 illegal aliens, not the 11,000,000 that have been reported for years, in our Country.""",4
January 25 2019,"""One in three women is sexually assaulted on the dangerous journey north.""",2
January 11 2019,"Says there’s ""never (been) so many apprehensions ever in our history.""",4
