date,text,verdict
August 14 2011,"""The weight of the evidence (on global warming) is that most of it, maybe all of it, is because of natural causes ... it’s fair to say the science is in dispute.""",4
August 12 2011,"""Obamacare was patterned after (Mitt Romney's) plan in Massachusetts.""",0
July 28 2011,"Michele Bachmann's legislative record is ""offering failed amendments.""",1
July 13 2011,"Says scientists are ""in dispute"" over whether being gay is a choice.",4
July 13 2011,"""There's no scientific conclusion that (being gay) is genetic.""",1
June 24 2011,"Says President Barack Obama promised he would cut the deficit in half, but instead will at least double it.",3
June 14 2011,"""There was a recent report out that the premiums for Medicare and the payroll withholdings are only paying about half the program. So it is not financially solvent.""",1
June 1 2011,"Medicare ""only has about 50 percent of it paid for by either premiums or payroll taxes, and the rest is deficit spending ... or debt spending.""",2
May 24 2011,"""For decades before I was elected, governors tried and failed to get Minnesota out of the top 10 highest-taxed states in the country. I actually did it.""",2
May 6 2011,"On the night of the Iowa caucuses, Obama ""promised the nation that he would do health care reform focused on cost containment, he opposed an individual mandate, and he said he was going to do it with Republicans.""",1
April 13 2011,"President Obama has ""stopped using the phrase 'war on terror.' """,0
April 12 2011,"""In 2009, we cut state spending in real terms for the first time in 150 years.""",3
April 4 2011,"""Every child born today inherits a $30,000 share in a national debt that stands at more than $13 trillion.""",1
April 1 2011,"""From 1960, the year I was born, until the time I became Governor in 2003, the average two-year increase in Minnesota state spending was 21 percent. … we brought that down dramatically, to about 1.7 percent per year.""",2
March 30 2011,"""Ultimately, after an exhaustive investigation,"" the National Transportation Safety Board concluded that a Minneapolis bridge collapsed in 2007 ""because of an original design flaw dating back to the 1960s.""",1
December 16 2010,"""Since January 2008 the private sector has lost nearly 8 million jobs while local, state and federal governments added 590,000.""",5
July 29 2010,"""I don't think the argument can be credibly made that the United States of America is undertaxed compared to our competitors.""",4
September 24 2009,On a cap-and-trade plan.,4
