date,text,verdict
April 21 2016,"""Andrew Jackson was the last president who actually balanced the federal budget, where we had no national debt.""",1
February 14 2016,"Says ""Joseph Stalin said if you want to bring America down you, have to undermine three things: our spiritual life, our patriotism and our morality.""",5
January 29 2016,"""Last year, there were an additional 81,000 pages of government regulations. If you stack that up, it would be a three-story building.""",3
December 1 2015,"""The Family Research Council, according to some government agencies, is a terrorist group.""",4
November 27 2015,"Says Thomas Jefferson helped ""craft"" the Constitution.",4
November 19 2015,"""There is currently no ability to vet these people,"" referring to Syrian refugees.",3
November 14 2015,"""The Chinese are there"" in Syria.",4
November 11 2015,"Says Hillary Clinton told her daughter and a government official that Benghazi ""was a terrorist attack, and then tells everybody else that it was a video."" ",3
November 10 2015,"""Every time we raise the minimum wage, the number of jobless people increases.""",4
November 8 2015,"""Go look on the West Point website and you’ll see those specific words, ‘full scholarship to West Point.’ So even though it is, you know, given as a grant for anybody who gets in, those words are used."" ",1
November 8 2015,"""Every signer of the Declaration of Independence had no federal elected office experience.""",5
November 4 2015,Says his tax plan wouldn't leave the federal government with a $1.1 trillion hole.,4
October 30 2015,"Among manufacturers with fewer than 50 employees, ""the average cost in terms of regulations is $34,000 per employee."" ",2
October 29 2015,"Says he ""didn’t have an involvement with"" nutritional supplement company Mannatech.",4
October 26 2015,"""German citizens were disarmed by their government in the late 1930s,"" which allowed the Nazis to ""carry out their evil intentions with relatively little resistance.""  ",4
October 9 2015,"""In the class of 1968 at Patrice Lumumba University in Moscow, Mahmoud Abbas was one of the members of that class, and so was Ali Khamenei. And that's where they first established relationships with the young Vladimir Putin.""",5
October 5 2015,"Birth control pioneer Margaret Sanger ""believed that people like me should be eliminated.""",4
October 1 2015,"When ICE releases illegal immigrants, ""a lot of those people are not from Honduras and Mexico. They’re from Iraq and Somalia and Russia."" ",3
September 27 2015,"""We've had examples like in Yuma County, where we've been able to stop 97 percent of the illegal (immigration) flow, and those programs, they abolish.""",3
September 25 2015,"There is not ""one of the Muslim nations"" that doesn't have ""discrimination against women, discrimination against gays, subjugation of other religious beliefs.""",3
September 23 2015,"There are a ""multitude"" of vaccines that do not prevent deadly and crippling diseases.",4
September 17 2015,"Pediatricians have cut down on the number and proximity of vaccines because they recognize there have been ""too many in too short a period of time."" ",5
August 23 2015,"Says ""56 percent of (the U.S.-Mexico) border is not under our control.""",2
August 16 2015,"The number of people who ""believe in socialism ... is increasing.""",2
August 7 2015,"""Ukraine was a nuclear-armed state. They gave away their nuclear arms with the understanding that we would protect them.""",4
May 5 2015,"""There are more young black males involved in the criminal justice system than there are in higher education."" ",4
April 30 2015,"""We spent twice as much per capita for health care in this country as the next closest nation.""",3
March 4 2015,"""A lot of people who go into prison straight, and when they come out they’re gay.""",4
