date,text,verdict
May 14 2019,"Says Wisconsin payday loans have a 574% average annual interest rate, ""exploitative lending that keeps Americans trapped in debt""",1
May 6 2019,"""One out of five Americans cannot afford the cost of prescription drugs.""",1
May 2 2019,"""You've got millions of families paying 40, 50, 60% of their limited incomes to put a roof over their heads.""",0
April 24 2019,"""In my own state of Vermont, from the very first days of our state's history, what our Constitution says is that everybody can vote. That is true. So people in jail can vote.""",0
March 15 2019,"I received ""more votes from young people — black, white, Latino, Asian American and Native American — than Donald Trump and Hillary Clinton combined.""",1
March 6 2019,"Says President Donald Trump ""came forth with a budget — a trillion dollar cut in Medicaid, $500 billion to Medicare, and $72 billion for the Social Security Disability Fund.""",2
March 1 2019,"Raising the federal minimum wage to $15 ""would give more than 40 million low-wage workers a raise, more than 25 percent of the U.S. workforce.""",2
February 28 2019,"""We have a president who wanted to throw 32 million people off of the health care they had.""",2
February 22 2019,"""In Canada, for a number of decades, they have provided quality care to all people without out-of-pocket expenses. You go in for cancer therapy, you don't take out your wallet."" ",2
November 16 2018,"Says middle class taxpayers ""subsidize Walmart’s horrendously low wages to the tune of at least $6.2 billion every year.""",3
August 3 2018,"Says the Koch Brothers sponsored ""a study that shows that Medicare for All would save the American people $2 trillion over a 10-year period.""",2
July 19 2018,"""The three wealthiest people"" own ""more wealth than the bottom half of the American people.""",0
July 16 2018,"Says Supreme Court nominee Brett Kavanaugh’s opinion that a president ""may decline to enforce a statute . . . when the president deems the statute unconstitutional"" is ""contrary to 200 years of Supreme Court precedent.""",3
May 3 2018,"""You know what Amazon paid in federal income taxes last year? Zero.""",0
April 24 2018,"""We’ve spent more money on the military than the next 12 nations combined.""",1
March 9 2018,"""The Koch brothers have given"" Paul Ryan ""$500,000 in campaign contributions."" ",2
February 20 2018,"""Forty percent of the guns in this country are sold without any background checks.""",4
December 14 2017,"Says Donald Trump ""has not apologized"" for comments caught on tape by ""Access Hollywood.""",4
October 30 2017,"""The six wealthiest people in the world (have) as much wealth as the bottom half of the world’s population, 3.7 billion people.""",1
September 20 2017,"""Private insurance companies in this country spend between 12 and 18 percent on administration costs. The cost of administering the Medicare program, a very popular program that works well for our seniors, is 2 percent. We can save approximately $500 billion a year just in administration costs.""",2
June 27 2017,"""When you throw 23 million people off of health insurance -- people with cancer, people with heart disease, people with diabetes -- thousands of people will die. … This is study after study making this point.""",1
June 14 2017,"Says Senate deliberations on the Affordable Care Act in 2009 and 2010 included hundreds of hours of debate and more than 100 Republican amendments, compared with zero for the American Health Care Act this year.",2
May 31 2017,"Says President Donald ""Trump’s budget gives a $100 billion tax break to three of the wealthiest families.""",3
April 18 2017,"""When Trump won, we had the lowest voter turnout in 20 years.""",4
March 9 2017,"The GOP health care plan gives ""$275 billion in tax breaks for the top 2 percent, people earning $250,000 a year or more."" ",1
February 14 2017,"""Before the Affordable Care Act, (West Virginia’s) uninsured rate for people 64 to 19 was 29 percent. Today, it is 9 percent.""",1
February 9 2017,"Says former President Barack Obama’s Supreme Court nominations ""required 60 votes.""",2
December 21 2016,"Fifty percent of workers ages 55 to 64 have ""zero"" money ""in the bank as they enter retirement.""",2
October 17 2016,"Says Donald Trump’s plan to repeal the estate tax would mean the Walmart Walton family would ""get a $53 billion tax break."" ",2
July 26 2016,"""The top 1 percent in recent years has earned 85 percent of all new income.""",2
July 26 2016,"""The top one-tenth of 1 percent now owns almost as much wealth as the bottom 90 percent.""",1
July 26 2016,"Says Donald Trump ""believes that states should actually have the right to lower the minimum wage below $7.25.""",1
June 22 2016,"Says Russ Feingold’s ""campaign is powered by small-dollar contributions like ours.""",1
June 14 2016,"""There are tens of thousands of homes right here in California where you turn on the faucet but you can't drink the water.""",2
May 29 2016,"""I believe we should have tax on carbon and deal aggressively with climate change. That is not (Hillary Clinton's) position.""",1
May 29 2016,"""Right now, in every major poll, national poll and statewide poll done in the last month, six weeks, we are defeating Trump, often by big numbers and always at a larger margin than Secretary Clinton is.""",1
May 19 2016,"""Puerto Rico’s $70 billion debt is unsustainable and it is unpayable. And the reason why it is unsustainable has everything to do with the greed of Wall Street vulture funds.""",2
May 5 2016,"""Increasing the min. wage to $15 an hour would reduce spending on food stamps, public housing and other programs by over $7.6 billion a year.""",3
May 2 2016,"Winning enough pledged delegates is ""not impossible.""",1
April 28 2016,"Says an array of statistics show that conditions in some parts of Baltimore rival that of ""the West Bank in Palestine,"" ""North Korea,"" and ""distressed cities in Nigeria, India, China and South Africa.""",1
April 25 2016,"""A tax on soda and juice drinks would disproportionately increase taxes on low-income families in Philadelphia.""",0
April 24 2016,"In the 2014 election, ""80 percent of poor people did not vote.""",1
April 22 2016,"""Under the federal Controlled Substance Act, marijuana is listed in the same Schedule I as heroin,"" even though ""marijuana is not a killer drug like heroin."" ",1
April 20 2016,"Says that in her speech to the pro-Israel group AIPAC, Hillary Clinton ""had one line on the Palestinian people.""",3
April 20 2016,"""Washington politicians are paid over $200,000 an hour for speeches.""",3
April 19 2016,"""We spend about 75 percent of the entire cost of the military aspect of NATO.""",2
April 19 2016,"""We win when voter turnout is high, we lose when it is low.""",3
April 15 2016,"""When this campaign began, I said that we’ve got to end the starvation minimum wage of $7.25, raise it to $15. Secretary Clinton said let's raise it to $12.""",1
April 14 2016,"""I remain one of the poorer members of the United States Senate.""",1
April 13 2016,"Says Hillary Clinton supported and continues to ""support fracking.""",1
April 12 2016,"""In Malaysia … many of the workers are indentured servants because their passports are taken away when they come into this country and are working in slave-like conditions.""",0
April 11 2016,"""The largest U.S. companies would owe $620 billion in U.S. taxes on the cash they store in tax havens.""",1
April 10 2016,"Says Hillary Clinton voted ""for virtually every trade agreement that has cost the workers of this country millions of jobs.""",2
April 7 2016,"Says Hillary Clinton ""has been saying lately that she thinks that I am, 'not qualified to be president.' """,3
April 6 2016,Says his campaign has released his past tax returns.,4
April 5 2016,"Says Bernie Sanders ""fundamentally changed the lives"" of Immokalee farm workers in Florida for the better. ",2
April 4 2016,"Says his free public university tuition program ""is paid for … by a tax on Wall Street's speculation.""",3
March 24 2016,"""Bernie Sanders passed more roll call amendments in a Republican Congress than any other member.""",0
March 24 2016,"""The Trans-Pacific trade deal could cost America 448,000 more jobs."" ",2
March 23 2016,"""Today, the United States has, sadly, one of the lowest voter turnouts of any major country on earth.""",1
March 14 2016,"""The Walton family of Walmart ... This one family owns more wealth than the bottom 40 percent of the American people.""",0
March 10 2016,"""If you look at Latino kids between 17 and 20 who graduated high school, 36 percent of them are unemployed or underemployed. … African-American kids are unemployed or underemployed to the tune of 51 percent.""",1
March 9 2016,"When Honduran children came into this country, ""Secretary Clinton said send them back.""",1
March 9 2016,"When New York Gov. Eliot Spitzer wanted to ""provide driver’s licenses to those who are undocumented. (Hillary Clinton) said don’t do it."" ",1
March 8 2016,"""Almost every poll has shown that Sanders vs. Trump does a lot better than Clinton vs. Trump … and, that’s true nationally.""",1
March 7 2016,"""(Flint, Mich., is) paying three times more for poison water than I am paying in Burlington, Vt., for clean water.""",1
March 7 2016,"""When you're white ... you don't know what it's like to be poor.""",4
March 7 2016,"""NAFTA, supported by the Secretary (Clinton), cost us 800,000 jobs nationwide.""",3
March 2 2016,"""Since (welfare reform) was signed into law, the number of families living in extreme poverty has more than doubled.""",1
