date,text,verdict
November 12 2018,"""#Broward elections department has a history of violating the law.""",1
October 16 2018,"After Hurricane Hermine in 2016, Tallahassee ""didn’t have power for weeks because (Mayor Andrew Gillum) stood in the way of crews being able to come in and restore power, because they weren’t members of the right union or something.""",4
August 3 2018,"States ""haven't even begun to spend the (election security) money they have now."" ",3
February 28 2018,"""Under N.Y. State ‘Assault Weapon’ ban 1 simple cosmetic change pictured here is difference between legal & banned""",0
November 28 2017,"""Close to half of the voters in America, the only tax they pay is the payroll tax.""",2
October 19 2017,"""The child tax credit, if we don't do it, there will be no tax relief for working families. How much tax relief working families get under tax reform is entirely dependent on whether or not we put in place an increase to the child tax credit."" ",1
July 27 2017,"""In order to sell insurance in Florida there are over 40 separate individual conditions that must be covered. ... far beyond the essential health benefits included in Obamacare.""",3
June 30 2017,"""There is no reason for anybody to be losing any of their current benefits under Medicaid.""",3
April 12 2017,"The Obama administration’s 2013 Syria proposal ""had no clear objective,"" while Trump’s Syria strike ""had a clear strategic objective.""",4
February 2 2017,"""In Florida, 70 percent of the people here illegally came on an airplane. They overstayed a visa.""",1
October 27 2016,"Says President Obama ""was proposing pinprick strikes"" for military intervention in Syria.",4
October 18 2016,"""Not even Tim Kaine is willing"" to say he trusts Hillary Clinton. ",5
October 18 2016,"""In about three weeks over a half million Floridians are going to lose their coverage again"" through Obamacare.",2
October 11 2016,Says Patrick Murphy wrongly conveyed Rubio's stance on abortion for women infected by Zika.,4
September 15 2016,"Says Patrick ""Murphy embellished, according to reports, his University of Miami academic achievement.""",1
September 14 2016,"Says ""Patrick Murphy is the only candidate to have voted against every measure to fund Zika.""",4
August 17 2016,"Says ""Marco Rubio wrote and passed bipartisan legislation allowing the VA to fire negligent workers.""",1
June 22 2016,On running for re-election to U.S. Senate ,4
June 15 2016,"""In America, radical speech is not a crime."" ",1
June 3 2016,Says he never told anyone he hated the U.S. Senate.,1
March 11 2016,"Foreign aid ""is less than 1 percent of our federal budget."" ",0
February 25 2016,"Says Donald Trump hired illegal workers ""from Poland and he had to pay a million dollars or so in a judgment.""",2
February 25 2016,"""When they passed Obamacare, they put a bailout fund in Obamacare. … We led the effort and wiped out that bailout fund.""",3
February 23 2016,"""People (are) paying more in taxes than they will for food, housing and clothing combined."" ",2
February 18 2016,"""Two-thirds of our kids can’t read at grade level.""",2
February 14 2016,"""There comes a point in the last year of the president, especially in their second term, where you stop nominating"" both Supreme Court justices and Court of Appeals judges.",4
February 14 2016,"""It has been over 80 years since a lame-duck president appointed a Supreme Court justice.""",3
February 10 2016,"Says Hillary Clinton ""believes that all abortions should be legal, even on the due date of that unborn child.""",4
February 7 2016,"""Ted Cruz defended a Chinese company that stole an invention from an American inventor.""",1
February 6 2016,"""The American people will not support doing anything about people that are in this country illegally until the law is enforced first."" ",3
February 4 2016,"China is ""practicing how to blow up our satellites.""",0
January 31 2016,"""We have more illegal immigrants here"" than we did five years ago.",4
January 29 2016,"""I have never supported cap and trade.""",1
January 29 2016,On opposing citizenship for illegal immigrants,2
January 26 2016,"Under Ted Cruz’s tax plan, ""businesses will now have to pay 16 percent on the money they make. They will also have to pay 16 percent on the money they pay their employees.""",1
January 19 2016,"Says his much-discussed boots are ""made in Wisconsin.""",5
January 17 2016,"Hostages were released as soon as Ronald Reagan took office because Iran perceived that America was ""no longer under the command of someone weak.""",5
January 15 2016,"Says Sen. Ted Cruz used to be ""in favor of birthright citizenship"" but is now against it.",3
December 22 2015,"The only budget Ted Cruz ""ever voted for in his time in the Senate is a budget that cut defense spending by more than Barack Obama proposes we cut it."" ",3
December 16 2015,"Regarding the USA Freedom Act, ""There is nothing we are allowed to do under this bill that we could not do before.""",2
December 16 2015,"Says Ted Cruz supports ""legalizing people who are in this country illegally."" ",3
December 13 2015,"""The states have always defined marriage.""",2
