date,text,verdict
October 19 2018,"Says Beto O'Rourke ""voted in favor of a $10 a barrel tax on every barrel of oil produced in the state of Texas.""",3
October 19 2018,"With the Republican-backed tax cut, ""we’re seeing the result, and to date, federal tax revenues have gone up.""",2
September 28 2018,"California ""is hemorrhaging population.""",3
September 25 2018,"Says Beto O’Rourke described police as ""modern-day Jim Crow.""",3
September 5 2018,Says Beto O’Rourke said he’s grateful that people are burning or desecrating the American flag.,4
August 29 2018,"Says Beto O’Rourke ""voted against"" Hurricane Harvey ""tax relief.""",1
August 6 2018,"Says Beto O’Rourke is ""open to abolishing ICE.""",1
July 25 2018,"Says Beto O’Rourke is ""the only candidate to the U.S. Senate to call for"" impeaching President Donald Trump. ",4
June 18 2018,"""There’s actually a court order that prevents keeping the kids with the parents when you put the parents in jail."" ",3
June 6 2018,"Says ""Rosie O’Donnell apparently committed the same offense five times, five times, when she broke the identical law that Dinesh (D'Souza) was prosecuted for.""",4
May 2 2018,"Says Beto O’Rourke had a ""resolution to legalize all narcotics--including heroin and other deadly opioids.""",4
April 23 2018,"Says Facebook shut down a ""Chick-Fil-A Appreciation Day.""",2
March 15 2018,"Says Beto O’Rourke wants ""open borders and wants to take our guns.""",4
March 9 2018,"""The Obama administration had cut $300 million from school safety."" ",3
January 22 2018,"""I have consistently opposed shutdowns.""",5
January 5 2018,"""Every taxpayer, their taxes are going down, except rich people in Manhattan and San Francisco. Some of them, their taxes may go up.""",2
November 10 2017,"""In 2010, 48,000 felons and fugitives lied and illegally tried to purchase guns. They [The Obama administration] prosecuted only 44 of them.""",1
November 10 2017,"""The Democrats filibustered the legislation that would’ve resulted in this shooter being in federal prison instead of murdering those innocents in that Texas church.""",3
October 20 2017,On preserving 60-vote threshold to end a Senate filibuster.,4
October 4 2017,"""In 2017, I've done 17 town halls.""",2
August 30 2017,"""Two-thirds of the (Hurricane Sandy relief) bill had nothing to do with Sandy.""",3
May 19 2017,"""The first Congress passed a law mandating that every able-bodied man must own a musket.""",2
